theta_no,theta_bh,t_no,t_bh,sum_no,sum_bh
7.609999738633633e-05,0.33053019997896627,0.4427358999964781,0.7147139000007883,0.44281199999386445,1.0452440999797545
8.359999628737569e-05,0.3285435999860056,0.45262019999790937,0.7083525999914855,0.45270379999419674,1.036896199977491
8.129997877404094e-05,0.32274279999546707,0.46746490002260543,0.7186799999908544,0.4675462000013795,1.0414227999863215
8.13000078778714e-05,0.3243044000118971,0.42227700000512414,0.7307574999867938,0.422358300013002,1.055061899998691
0.00021170001127757132,0.3341198999842163,0.44112169998697937,0.7019283999979962,0.44133339999825694,1.0360482999822125
9.009998757392168e-05,0.3208658000221476,0.433343499986222,0.7153882999846246,0.43343359997379594,1.0362541000067722
8.080000407062471e-05,0.32363210001494735,0.4661783000046853,0.7133857000153512,0.4662591000087559,1.0370178000302985
8.669999078847468e-05,0.322181499999715,0.4353065000032075,0.7158157000085339,0.43539319999399595,1.037997200008249
8.830000297166407e-05,0.32397679999121465,0.454823000007309,0.7063750000088476,0.4549113000102807,1.0303518000000622
8.840000373311341e-05,0.3223401000141166,0.44151989999227226,0.7062081000185572,0.44160829999600537,1.0285482000326738
0.00011670001549646258,0.3232082999893464,0.4712850000069011,0.7203340999840293,0.47140170002239756,1.0435423999733757
9.029998909682035e-05,0.32686780000221916,0.46716290002223104,0.7205697000026703,0.46725320001132786,1.0474375000048894
9.319998207502067e-05,0.32377650000853464,0.4463331000006292,0.7166497000143863,0.4464262999827042,1.040426200022921
8.410000009462237e-05,0.3265622000035364,0.4324166000005789,0.7077008000051137,0.43250070000067353,1.0342630000086501
8.420000085607171e-05,0.32841640000697225,0.4596001000027172,0.7057057000056375,0.4596843000035733,1.0341221000126097
8.840000373311341e-05,0.3234649999940302,0.4579516999947373,0.7128847000130918,0.4580400999984704,1.036349700007122
8.349999552592635e-05,0.32468730001710355,0.42383159999735653,0.7070741999777965,0.42391509999288246,1.0317614999949
8.100000559352338e-05,0.32546999998157844,0.4847831000224687,0.7126336000219453,0.48486410002806224,1.0381036000035238
