theta_no,theta_bh,t_no,t_bh,sum_no,sum_bh
1.0599993402138352e-05,0.0007977000204846263,0.009603100013919175,0.0031100999913178384,0.009613700007321313,0.003907800011802465
9.499985026195645e-06,0.0007991000020410866,0.012920000008307397,0.002206400007707998,0.012929499993333593,0.0030055000097490847
9.000010322779417e-06,0.0007679999980609864,0.008844099997077137,0.0024262999941129237,0.008853100007399917,0.00319429999217391
9.199982741847634e-06,0.0008833000028971583,0.013361899997107685,0.0023080999962985516,0.013371099979849532,0.00319139999919571
9.000010322779417e-06,0.0007572000031359494,0.0115046999999322,0.002510099991923198,0.01151370001025498,0.0032672999950591475
9.099981980398297e-06,0.0007752999954391271,0.009663900011219084,0.0031116000027395785,0.009672999993199483,0.0038868999981787056
9.100011084228754e-06,0.000754999986384064,0.008691900002304465,0.003466499998467043,0.008701000013388693,0.004221499984851107
9.300012607127428e-06,0.0007779999868944287,0.009082400007173419,0.003121599991573021,0.009091700019780546,0.0038995999784674495
8.899980457499623e-06,0.0007666000165045261,0.007989499979885295,0.007208600000012666,0.007998399960342795,0.007975200016517192
8.800008799880743e-06,0.0008715000003576279,0.012903800001367927,0.003190899995388463,0.012912600010167807,0.004062399995746091
9.200011845678091e-06,0.0007823999912943691,0.008213699999032542,0.0024328000145033,0.00822290001087822,0.0032152000057976693
9.399984264746308e-06,0.0008073000062722713,0.012755499978084117,0.0030687999969813973,0.012764899962348863,0.0038761000032536685
9.200011845678091e-06,0.0007746999908704311,0.01069409999763593,0.0029870999860577285,0.010703300009481609,0.0037617999769281596
9.300012607127428e-06,0.0008055999933276325,0.01156389998504892,0.0023689999943599105,0.011573199997656047,0.003174599987687543
8.300004992634058e-06,0.0008271000115200877,0.014110200019786134,0.0024388000019825995,0.014118500024778768,0.003265900013502687
9.000010322779417e-06,0.0007794999983161688,0.013156400003936142,0.00266689999261871,0.013165400014258921,0.0034463999909348786
1.0200019460171461e-05,0.0009458999847993255,0.010037700005341321,0.0019502000068314373,0.010047900024801493,0.002896099991630763
8.800008799880743e-06,0.0007459000044036657,0.013332100003026426,0.0030734000029042363,0.013340900011826307,0.003819300007307902
8.800008799880743e-06,0.0007461000059265643,0.007466300012310967,0.002878500003134832,0.007475100021110848,0.003624600009061396
8.700008038431406e-06,0.0007804000051692128,0.007262099999934435,0.00397809999412857,0.007270800007972866,0.004758499999297783
9.100011084228754e-06,0.000769799982663244,0.012300000002142042,0.0022006999934092164,0.01230910001322627,0.0029704999760724604
9.099981980398297e-06,0.0008038000087253749,0.01225729999714531,0.0026302000042051077,0.012266399979125708,0.0034340000129304826
9.000010322779417e-06,0.0007779000152368098,0.009060599986696616,0.002907299989601597,0.009069599997019395,0.003685200004838407
9.199982741847634e-06,0.0007691000064369291,0.00926880000042729,0.0028279999969527125,0.009277999983169138,0.0035971000033896416
9.200011845678091e-06,0.0011710999824572355,0.02056909998646006,0.0030500000284519047,0.020578299998305738,0.00422110001090914
1.4099990949034691e-05,0.0007475999882444739,0.008574799983762205,0.004600199987180531,0.00858889997471124,0.005347799975425005
9.399984264746308e-06,0.0008554000232834369,0.007758000021567568,0.0026205999893136322,0.0077674000058323145,0.003476000012597069
9.200011845678091e-06,0.0007832999981474131,0.009184700000332668,0.0027632999990601093,0.009193900012178347,0.0035465999972075224
9.599985787644982e-06,0.0007725000032223761,0.0097208000079263,0.002746699989074841,0.009730399993713945,0.0035191999922972172
8.99998121894896e-06,0.0007721000001765788,0.009436099993763492,0.0024853999784681946,0.00944509997498244,0.0032574999786447734
8.99998121894896e-06,0.0007747000199742615,0.010926500021014363,0.00301949999993667,0.010935500002233312,0.0037942000199109316
9.000010322779417e-06,0.0010825999779626727,0.011728699988452718,0.002777699992293492,0.011737699998775497,0.0038602999702561647
9.199982741847634e-06,0.0007767000060994178,0.008787099999608472,0.002812799997627735,0.00879629998235032,0.003589500003727153
8.90000956133008e-06,0.001969500008272007,0.009265600005164742,0.002235899999504909,0.009274500014726073,0.004205400007776916
9.000010322779417e-06,0.0007771000091452152,0.011320700024953112,0.002620799990836531,0.011329700035275891,0.003397899999981746
9.700015652924776e-06,0.0007794999983161688,0.012200700002722442,0.0019443999917712063,0.012210400018375367,0.002723899990087375
9.499985026195645e-06,0.0007694000087212771,0.01070169999729842,0.003026200021849945,0.010711199982324615,0.0037956000305712223
9.300012607127428e-06,0.0007773999823257327,0.008560999995097518,0.0025563000235706568,0.008570300007704645,0.0033337000058963895
9.000010322779417e-06,0.0007691000064369291,0.008670900017023087,0.012260799994692206,0.008679900027345866,0.013029900001129135
9.700015652924776e-06,0.0008387999841943383,0.007964099990203977,0.00325949999387376,0.007973800005856901,0.004098299978068098
8.99998121894896e-06,0.0007637999951839447,0.012645200011320412,0.0028633000038098544,0.012654199992539361,0.003627099998993799
9.200011845678091e-06,0.0007642000273335725,0.010401500010630116,0.012970500014489517,0.010410700022475794,0.013734700041823089
9.899988071992993e-06,0.0057425000122748315,0.015763200004585087,0.0030135000124573708,0.01577309999265708,0.008756000024732202
9.000010322779417e-06,0.002426999999443069,0.014943999995011836,0.0026885000115726143,0.014953000005334616,0.005115500011015683
9.099981980398297e-06,0.0011583000014070421,0.013923799997428432,0.0023923999979160726,0.01393289997940883,0.0035506999993231148
9.899988071992993e-06,0.0008116000099107623,0.008978099998785183,0.002525199990486726,0.008987999986857176,0.0033368000003974885
9.300012607127428e-06,0.0008029000018723309,0.010346299997763708,0.003284099977463484,0.010355600010370836,0.004086999979335815
9.499985026195645e-06,0.0008433999901171774,0.019384800019906834,0.002657400007592514,0.01939430000493303,0.0035007999977096915
9.000010322779417e-06,0.0007357000140473247,0.008804100012639537,0.0030971000087447464,0.008813100022962317,0.003832800022792071
