theta_no,theta_bh,t_no,t_bh,sum_no,sum_bh
1.7099984688684344e-05,0.004753999994136393,0.035514899995177984,0.01770090000354685,0.03553199997986667,0.022454899997683242
1.610000617802143e-05,0.0048371000157203525,0.03417299999273382,0.014757900004042313,0.03418909999891184,0.019595000019762665
1.5600002370774746e-05,0.004828300006920472,0.03298309998353943,0.037559199990937486,0.03299869998591021,0.04238749999785796
1.6300007700920105e-05,0.00478259997908026,0.039685299998382106,0.01599829999031499,0.039701600006083027,0.02078089996939525
1.689998316578567e-05,0.004875000013271347,0.03978370002005249,0.02433230000315234,0.03980060000321828,0.029207300016423687
1.6699981642886996e-05,0.005432200006907806,0.04190870001912117,0.036891199997626245,0.04192540000076406,0.04232340000453405
1.5999976312741637e-05,0.0050675999955274165,0.035089599987259135,0.022782000014558434,0.035105599963571876,0.02784960001008585
1.580000389367342e-05,0.005383200012147427,0.04102289999718778,0.034797500004060566,0.04103870000108145,0.04018070001620799
1.6200006939470768e-05,0.005075199995189905,0.036633600015193224,0.020107699994696304,0.036649800022132695,0.02518289998988621
1.659998088143766e-05,0.004908100003376603,0.03773889999138191,0.022095799999078736,0.03775549997226335,0.02700390000245534
1.6900012269616127e-05,0.004788399994140491,0.03957839999930002,0.017375800001900643,0.039595300011569634,0.022164199996041134
1.8399994587525725e-05,0.004954300005920231,0.036726899998029694,0.021668000001227483,0.03674529999261722,0.026622300007147714
1.6900012269616127e-05,0.004757899994729087,0.03452169999945909,0.017911400005687028,0.034538600011728704,0.022669300000416115
1.6400008462369442e-05,0.005133300001034513,0.03731089999200776,0.013461099995765835,0.03732730000047013,0.018594399996800348
1.680001150816679e-05,0.004768700018757954,0.038768300000810996,0.01576850001583807,0.03878510001231916,0.020537200034596026
1.6000005416572094e-05,0.004788199992617592,0.039135899976827204,0.01586929999757558,0.039151899982243776,0.020657499990193173
1.680001150816679e-05,0.004860099987126887,0.03144160000374541,0.02153540001017973,0.031458400015253574,0.026395499997306615
1.5700003132224083e-05,0.004943200008710846,0.03649960001348518,0.019551499979570508,0.0365153000166174,0.024494699988281354
1.5700003132224083e-05,0.0050233999791089445,0.03770719998283312,0.015578300022752956,0.03772289998596534,0.0206017000018619
